name,transcription
1 /college/20260220 153143.wav,कुनै समस्या परे काउन्सलरलाई भेट्नुहोस् ए ओके
1 /college/20260220 153159.wav,परीक्षा हलमा मोबाइल लैजान पाइँदैन
1 /college/20260220 153213.wav,यो कोर्स चार वर्षको हुन्छ
1 /college/20260220 153220.wav,धन्यवाद राम्रोसँग पढ्नुहोला हजुरको भविष्य उज्ज्वल रहोस्
1 /college/College lsat.wav,धन्यवाद राम्रोसँग पढ्नुहोला हजुरको भविष्य उज्ज्वल रहोस्
1 /school/1 school.wav,नमस्कार विद्यालयको नाममा स्वागत छ
1 /school/20260220 150726.wav,नमस्कार विद्यालयको नाममा स्वागत छ
1 /school/20260220 150741.wav,नानीको भर्नाको विषयमा बुझ्न आउनुभएको हो
1 /school/20260220 150836.wav,प्रिन्सिपल सर अहिले मिटिङमा हुनुहुन्छ एकछिन कुर्नुहोस् है
1 /school/20260220 150844.wav,हजुरको छोराको पढाइ धेरै राम्रो हुँदैछ
1 /school/20260220 150851.wav,मासिक शुल्क बुझाउन लेखाशाखा अकाउन्ट्समा जानुहोला
1 /school/20260220 150909.wav,भोलि विद्यालयमा अभिभावक दिवसको कार्यक्रम छ
1 /school/20260220 150919.wav,नानीलाई स्कुल बस लिन कति बजे आउँछ
1 /school/20260220 150926.wav,भर्ना फारमको दस तुवर पाँच सय रुपियाँ लाग्छ
1 /school/20260220 150936.wav,कृपया विद्यालय हाताभित्र धुम्रपान नगर्नुहोला
1 /school/20260220 150944.wav,नानीको रिजल्ट लिनका लागि बुबा वा आमा आउनुपर्छ
1 /school/20260220 150950.wav,हजुरको छोरी आज विद्यालय आएकी छैनन्
1 /school/20260220 151012.wav,गृह कार्य डायरीमा लेखिदिएका छौँ कृपया हिदएकाौँ कृपया हेर्नुहोला
1 /school/20260220 151031.wav,विद्यालयको पोसाक युनिफर्म यही उपलब्ध छ
1 /school/20260220 151039.wav,जारो विदाको सूचना नोटिस बोर्डमा टाँसिएको छ
1 /school/20260220 151046.wav,स्कुलको एप डाउनलोड गरेर सूचना हेर्न सक्नुहुन्छ
1 /school/20260220 151055.wav,नानीको स्वास्थ्यमा सुधार आयो
1 /school/20260220 151102.wav,खाजा घरबाटै पठाउनु भए राम्रो हुन्छ
1 /school/20260220 151108.wav,अतिरिक्त क्रियाकलापमा पनि भाग लिन लगाउनुहोस्
1 /school/20260220 151125.wav,यो पटकको परीक्षातालिका प्रकाशित भइसक
1 /school/20260220 151142.wav,पुस्तकालयबाट लगेको किताब फिर्ता गर्ने समय सकियो
1 /school/20260220 151412.wav,हजुरको गुनासो प्रशासन प्रमुखलाई जानकारी गराउनेछु
1 /school/20260220 151437.wav,बसको रूट परिवर्तन गर्न निवेदन दिनुपर्छ
1 /school/20260220 151449.wav,स्कुल आउँदा परिचय पत्र अनिवार्य लगाउनुपर्र्छ
1 /school/20260220 151458.wav,आज नानीले कक्षामा धेरै राम्रो उत्तर दिइन्
1 /school/20260220 151506.wav,शुल्कमा छुटको लागि निवेदनस्
1 /school/20260220 151523.wav,कक्षा नौको अभिभावक भेला
1 /school/20260220 151544.wav,नानीको साथीहरूसँग व्यवहार राम्रो छ
1 /school/20260220 151551.wav,ढिलो आएको हुनाले गेटमा नाम टिपाउनुपर्छ
1 /school/20260220 151559.wav,सरुवा प्रमाणपत्र ट्रान्सफर सर्टिफिकेट लिन तीिन दिन लाग्छ
1 /school/20260220 151613.wav,विद्यालय बिहान नौ बजे खुल्छ
1 /school/20260220 151620.wav,कम्प्युटर ल्याबमा जुत्ता खोलेर जानुपर्छ
1 /school/20260220 151628.wav,कृपया नानी बाबुलाई समयमै विद्यालय पठाउनुहोला
1 /school/20260220 151636.wav,यो वर्षदेखि नयाँ पाठ्यक्रम लागू भएको छ
1 /school/20260220 151644.wav,खेलकुद सप्ताह अर्को महिना सुरु हुन्छ
1 /school/20260220 151658.wav,आकस्मिक विधाको जानकारीएए आउँछ एसएमएस
1 /school/20260220 151716.wav,नानीलाई मोबाइल चलाउन नदिनुहोला
1 /school/20260220 151721.wav,विद्यालयको अनुशासन पालना गर्नु सबैको कर्तव्य हो
1 /school/20260220 151728.wav,शिक्षकसँग भेट्न नौ बजेपछि आउनुहोला एक बजेपछि आउनुहोला
1 /school/20260220 151741.wav,हजुरको फोन नम्बर परिवर्तन भएको हो
1 /school/20260220 151747.wav,नानीको हाजिरी कम भएको छ
